BookingID,BookingDate,CheckInDate,HotelName,Region,City,RoomType,CustomerType,BookingSource,MealPlan,Guests,NightsStayed,BookingLeadDays,RoomRate,DiscountPercent,ExtraServices,TotalBookingValue,PaymentMethod,BookingStatus,CustomerRating,Performance_Score
HB1144,19-04-2025,10-08-2025,Metro Heights,NORTH,Delhi,Executive,Solo,Website,Breakfast,2,3,113,5566,5,1000,19563,Debit Card,Checked-out,4.1,0.562756
HB1145,11-07-2025,11-09-2025,Mountain View Resort,CENTRAL,Bhopal,Suite,Couple,Mobile App,Breakfast,1,2,62,8028,15,0,14548,Debit Card,Checked-out,4.8,0.558576
HB1146,17-06-2025,03-10-2025,Pearl Garden Hotel,EAST,Guwahati,Executive,Business,Mobile App,Full Board,4,4,108,6993,10,0,45975,Credit Card,Checked-out,4.3,0.8957
HB1147,06-12-2025,26-02-2026,Silver Oak Resort,CENTRAL,Bhopal,Suite,Business,Booking Portal,Half Board,3,2,82,10902,10,0,25024,Credit Card,Checked-out,4.8,0.684288
HB1148,23-09-2025,07-10-2025,City Central Hotel,SOUTH,Hyderabad,Executive,Leisure,Booking Portal,Breakfast,4,3,14,7525,10,0,25718,Net Banking,Cancelled,4.1,0.636616
HB1149,28-10-2025,15-01-2026,Mountain View Resort,NORTH,Lucknow,Standard,Business,Mobile App,Room Only,2,1,79,2750,0,1000,3750,Debit Card,Checked-out,4.3,0.389
HB1150,14-07-2025,11-08-2025,Pearl Garden Hotel,SOUTH,Hyderabad,Standard,Leisure,Booking Portal,Breakfast,4,3,28,1968,20,0,10123,UPI,Checked-in,4.5,0.481476
HB1151,17-11-2025,21-01-2026,Grand Horizon Hotel,NORTH,Lucknow,Deluxe,Leisure,Website,Breakfast,2,6,65,4197,5,0,29323,Credit Card,Checked-in,4.2,0.687876
HB1152,23-04-2025,10-08-2025,Lakeview Grand,NORTH,Lucknow,Deluxe,Couple,Travel Agent,Breakfast,2,7,109,5439,5,0,42469,Credit Card,Confirmed,4.7,0.885628
HB1153,02-05-2025,08-06-2025,Golden Sands Hotel,SOUTH,Hyderabad,Standard,Business,Booking Portal,Breakfast,2,6,37,3310,10,1500,24774,Debit Card,Cancelled,2.9,0.529288
HB1154,11-02-2025,20-05-2025,Lakeview Grand,SOUTH,Kochi,Standard,Family,Travel Agent,Half Board,2,2,98,2123,0,4000,11846,Net Banking,Checked-out,3.2,0.398152
HB1155,30-09-2025,07-01-2026,City Central Hotel,SOUTH,Kochi,Standard,Leisure,Travel Agent,Breakfast,3,5,99,2768,10,0,19206,Debit Card,Checked-in,4,0.550472
HB1156,29-05-2025,24-09-2025,City Central Hotel,EAST,Guwahati,Family,Solo,Booking Portal,Breakfast,2,4,118,7677,0,2500,36808,Net Banking,Cancelled,3.4,0.713696
HB1157,12-04-2025,26-06-2025,Green Valley Inn,NORTH,Chandigarh,Family,Leisure,Booking Portal,Breakfast,4,2,75,6046,5,500,15587,Debit Card,Checked-out,4.7,0.563044
HB1158,13-08-2025,17-11-2025,Urban Nest Hotel,WEST,Goa,Family,Business,Website,Half Board,2,2,96,5834,25,0,12351,Debit Card,Checked-out,3.8,0.452212
HB1159,23-07-2025,27-09-2025,Pearl Garden Hotel,WEST,Pune,Standard,Couple,Travel Agent,Breakfast,4,2,66,2699,15,4000,12188,UPI,Checked-in,4.7,0.522256
HB1160,10-07-2025,22-10-2025,Silver Oak Resort,NORTH,Delhi,Family,Couple,Booking Portal,Full Board,3,2,104,6675,0,0,21150,UPI,Checked-out,3.2,0.5098
HB1161,25-05-2025,21-09-2025,Pearl Garden Hotel,WEST,Mumbai,Executive,Business,Website,Half Board,2,5,119,5674,0,1000,38370,UPI,Checked-out,4.5,0.82044
HB1162,21-08-2025,20-09-2025,Mountain View Resort,SOUTH,Hyderabad,Standard,Leisure,Website,Breakfast,3,7,30,2408,10,0,24620,Net Banking,Cancelled,3.6,0.58344
HB1163,22-02-2025,18-03-2025,Green Valley Inn,EAST,Bhubaneswar,Executive,Family,Website,Breakfast,3,2,24,4420,20,1000,10772,Credit Card,Checked-out,4.6,0.497264
HB1164,28-07-2025,23-10-2025,City Central Hotel,SOUTH,Chennai,Standard,Business,Booking Portal,Half Board,2,3,87,2945,0,2500,16735,UPI,Checked-out,4.4,0.55282
HB1165,17-07-2025,06-11-2025,Golden Sands Hotel,NORTH,Delhi,Suite,Family,Walk-in,Full Board,3,6,112,7555,10,2500,66697,Debit Card,Checked-out,3.8,1.104364
HB1166,20-07-2025,10-08-2025,Pearl Garden Hotel,SOUTH,Hyderabad,Standard,Leisure,Website,Breakfast,3,3,21,3499,0,500,15047,Cash,Checked-in,4.2,0.516564
HB1167,13-01-2025,05-04-2025,City Central Hotel,CENTRAL,Nagpur,Standard,Family,Booking Portal,Room Only,2,3,82,3399,15,1500,10167,Net Banking,Checked-out,4.4,0.474004
HB1168,28-01-2025,12-05-2025,Silver Oak Resort,NORTH,Delhi,Family,Business,Booking Portal,Full Board,3,3,104,5125,10,1500,27038,Credit Card,Checked-out,4.4,0.676456
HB1169,18-05-2025,22-06-2025,Lakeview Grand,EAST,Guwahati,Executive,Business,Walk-in,Half Board,2,3,35,5858,10,0,21217,UPI,Checked-out,4.3,0.598604
HB1170,30-06-2025,11-08-2025,Urban Nest Hotel,WEST,Goa,Suite,Couple,Travel Agent,Full Board,4,4,42,7161,0,0,49444,Credit Card,Checked-in,4.6,0.961328
HB1171,15-05-2025,23-08-2025,Urban Nest Hotel,WEST,Pune,Deluxe,Leisure,Website,Room Only,1,5,100,5226,15,1500,23710,UPI,Checked-out,3.1,0.53252
HB1172,31-03-2025,13-07-2025,Pearl Garden Hotel,NORTH,Delhi,Standard,Leisure,Booking Portal,Breakfast,4,6,104,3485,5,4000,34664,Credit Card,Confirmed,3.5,0.695968
HB1173,24-09-2025,10-12-2025,Green Valley Inn,SOUTH,Hyderabad,Standard,Business,Travel Agent,Half Board,3,5,77,2915,0,0,28075,UPI,Cancelled,3.6,0.6249
HB1174,23-02-2025,28-03-2025,Mountain View Resort,CENTRAL,Bhopal,Standard,Business,Website,Breakfast,3,6,33,2211,5,1000,21703,Debit Card,Confirmed,3,0.500436
HB1175,03-04-2025,11-04-2025,Mountain View Resort,SOUTH,Bengaluru,Deluxe,Leisure,Mobile App,Room Only,1,2,8,6328,15,2500,13258,Credit Card,Checked-in,3.1,0.407096
HB1176,28-02-2025,06-06-2025,Urban Nest Hotel,SOUTH,Hyderabad,Standard,Family,Walk-in,Room Only,2,4,98,3420,25,500,10760,UPI,Cancelled,4,0.44912
HB1177,03-04-2025,28-06-2025,City Central Hotel,WEST,Goa,Standard,Leisure,Booking Portal,Full Board,4,3,86,3134,5,1000,25532,UPI,Checked-out,4,0.626384
HB1178,05-09-2025,02-01-2026,Lakeview Grand,WEST,Pune,Standard,Leisure,Booking Portal,Room Only,5,6,119,1876,15,500,10068,Net Banking,Checked-in,3.3,0.384816
HB1179,30-06-2025,29-09-2025,The Palm Residency,WEST,Ahmedabad,Family,Family,Mobile App,Half Board,4,2,91,8109,20,4000,24174,Credit Card,Confirmed,4.3,0.634088
HB1180,08-11-2025,29-12-2025,Grand Horizon Hotel,SOUTH,Chennai,Standard,Family,Website,Breakfast,2,2,51,3481,5,2500,10914,UPI,Checked-out,4.4,0.482968
HB1181,27-05-2025,16-09-2025,Blue Bay Resort,SOUTH,Bengaluru,Suite,Couple,Travel Agent,Room Only,2,5,112,6891,0,2500,36955,Credit Card,Checked-out,4.9,0.83546
HB1182,30-06-2025,28-10-2025,Blue Bay Resort,WEST,Mumbai,Executive,Couple,Booking Portal,Room Only,5,2,120,6227,5,1000,12831,Net Banking,Confirmed,4,0.473972
HB1183,08-12-2025,24-01-2026,Green Valley Inn,SOUTH,Chennai,Standard,Business,Website,Breakfast,2,2,47,3044,10,500,7779,Net Banking,Checked-out,4.5,0.453348
HB1184,16-01-2025,16-05-2025,Golden Sands Hotel,WEST,Goa,Standard,Business,Mobile App,Full Board,3,4,120,2313,5,1500,25889,Debit Card,Confirmed,4.1,0.638668
HB1185,21-04-2025,16-05-2025,Crown Plaza Residency,SOUTH,Bengaluru,Standard,Family,Travel Agent,Breakfast,3,1,25,3726,0,4000,9076,Cash,Checked-out,3.8,0.412912
HB1186,18-06-2025,19-09-2025,Grand Horizon Hotel,NORTH,Jaipur,Standard,Business,Booking Portal,Breakfast,2,1,93,2931,0,0,3831,Credit Card,Checked-out,3.8,0.349972
HB1187,05-12-2025,17-01-2026,Urban Nest Hotel,WEST,Mumbai,Deluxe,Leisure,Travel Agent,Breakfast,1,5,43,4700,25,500,20375,Debit Card,Checked-in,4.5,0.6045
HB1188,16-11-2025,17-01-2026,Silver Oak Resort,EAST,Kolkata,Standard,Leisure,Booking Portal,Half Board,2,3,62,2024,15,0,10561,Credit Card,Checked-in,4.3,0.470732
HB1189,29-09-2025,26-01-2026,Sunrise Palace,SOUTH,Kochi,Executive,Couple,Website,Breakfast,1,6,119,6359,0,500,41354,UPI,Checked-in,3.7,0.792248
HB1190,19-01-2025,15-04-2025,Lakeview Grand,WEST,Mumbai,Executive,Leisure,Website,Half Board,1,2,86,6577,10,1000,14639,Debit Card,Checked-out,3.5,0.455668
HB1191,06-08-2025,07-10-2025,Sunrise Palace,NORTH,Chandigarh,Executive,Solo,Mobile App,Full Board,2,3,62,7934,5,1500,31912,Net Banking,Checked-out,3.2,0.638944
HB1192,22-01-2025,17-02-2025,The Palm Residency,SOUTH,Hyderabad,Standard,Leisure,Website,Room Only,1,3,26,1928,25,0,4338,UPI,Confirmed,3.5,0.332056
HB1193,23-09-2025,05-12-2025,The Palm Residency,EAST,Patna,Executive,Leisure,Website,Full Board,3,4,73,5626,10,2500,38354,Credit Card,Cancelled,3.9,0.772248
HB1194,13-06-2025,04-09-2025,Mountain View Resort,EAST,Bhubaneswar,Executive,Leisure,Website,Breakfast,2,6,83,6939,0,1000,48034,Credit Card,Cancelled,4.2,0.912408
HB1195,28-09-2025,02-10-2025,Golden Sands Hotel,NORTH,Jaipur,Deluxe,Business,Booking Portal,Full Board,3,3,4,3298,10,1000,21605,Debit Card,Checked-in,3.7,0.55526
HB1196,17-10-2025,26-11-2025,City Central Hotel,NORTH,Chandigarh,Executive,Business,Website,Room Only,2,2,40,5559,10,500,10506,Credit Card,Checked-in,4.4,0.478072
HB1197,01-04-2025,20-07-2025,The Palm Residency,CENTRAL,Nagpur,Deluxe,Leisure,Booking Portal,Breakfast,4,2,110,3954,0,1500,13008,UPI,Checked-in,3.8,0.460096
HB1198,18-01-2025,26-04-2025,Metro Heights,CENTRAL,Nagpur,Suite,Leisure,Travel Agent,Room Only,4,3,98,10678,10,500,29331,UPI,Checked-out,5,0.751972
HB1199,07-12-2025,29-03-2026,City Central Hotel,NORTH,Lucknow,Standard,Family,Website,Breakfast,4,3,112,3402,10,1000,15585,Cash,Checked-out,4.7,0.56302
HB1200,10-12-2025,04-01-2026,Metro Heights,NORTH,Lucknow,Deluxe,Family,Website,Half Board,2,5,25,4985,15,1000,31186,Credit Card,Checked-in,3.9,0.686232
HB1201,28-04-2025,03-05-2025,Grand Horizon Hotel,SOUTH,Kochi,Deluxe,Solo,Website,Half Board,4,4,5,6141,5,1000,38736,Debit Card,Confirmed,3.5,0.744832
HB1202,04-04-2025,26-04-2025,Urban Nest Hotel,WEST,Ahmedabad,Deluxe,Couple,Booking Portal,Breakfast,2,3,22,4688,20,0,13951,UPI,Checked-out,4.3,0.511412
HB1203,28-04-2025,13-05-2025,Crown Plaza Residency,EAST,Bhubaneswar,Standard,Leisure,Website,Room Only,3,4,15,3939,15,2500,15893,Credit Card,Checked-out,4.8,0.574716
HB1204,02-09-2025,05-11-2025,The Palm Residency,SOUTH,Bengaluru,Deluxe,Family,Website,Full Board,2,6,64,6277,0,1500,54762,UPI,Checked-out,3.7,0.953144
HB1205,29-01-2025,26-05-2025,Lakeview Grand,WEST,Ahmedabad,Suite,Family,Booking Portal,Breakfast,3,2,117,13576,10,1500,28637,Debit Card,Checked-out,4.1,0.671644
HB1206,19-05-2025,11-07-2025,Crown Plaza Residency,NORTH,Jaipur,Deluxe,Leisure,Booking Portal,Breakfast,3,2,53,2842,0,0,8384,Debit Card,Confirmed,4.2,0.436608
HB1207,29-11-2025,13-01-2026,Crown Plaza Residency,EAST,Guwahati,Executive,Couple,Travel Agent,Full Board,2,7,45,7299,0,500,69793,Debit Card,Confirmed,4.6,1.205516
HB1208,03-03-2025,21-04-2025,Golden Sands Hotel,WEST,Goa,Deluxe,Business,Mobile App,Full Board,3,2,49,3274,0,1000,15348,Debit Card,Checked-out,4.8,0.568176
HB1209,13-02-2025,14-03-2025,Pearl Garden Hotel,EAST,Patna,Deluxe,Family,Booking Portal,Room Only,3,2,29,3737,5,0,7100,Credit Card,Checked-in,3.3,0.3492
HB1210,16-01-2025,24-01-2025,Lakeview Grand,WEST,Pune,Deluxe,Couple,Mobile App,Breakfast,2,3,8,4419,15,2500,16468,UPI,Checked-out,5,0.597616
HB1211,03-03-2025,10-04-2025,Grand Horizon Hotel,WEST,Goa,Executive,Business,Mobile App,Breakfast,3,3,38,7248,5,1500,26207,Cash,Checked-out,4.7,0.690484
HB1212,23-12-2025,17-03-2026,Urban Nest Hotel,WEST,Pune,Suite,Couple,Mobile App,Full Board,2,2,84,6671,0,0,18542,UPI,Cancelled,3.3,0.486504
HB1213,20-08-2025,18-09-2025,Metro Heights,SOUTH,Chennai,Standard,Family,Mobile App,Full Board,3,3,29,1960,10,1500,18492,Net Banking,Checked-out,4.3,0.565904
HB1214,31-10-2025,25-02-2026,The Palm Residency,NORTH,Chandigarh,Deluxe,Leisure,Mobile App,Full Board,1,2,117,4864,10,1500,12855,Net Banking,Confirmed,4.6,0.52226
HB1215,02-03-2025,31-03-2025,Green Valley Inn,WEST,Ahmedabad,Deluxe,Family,Booking Portal,Breakfast,2,4,29,4710,5,0,21498,UPI,Checked-out,4.2,0.593976
HB1216,22-07-2025,23-08-2025,Lakeview Grand,SOUTH,Hyderabad,Family,Family,Booking Portal,Half Board,3,3,32,7210,5,2500,31148,UPI,Confirmed,2.8,0.597776
HB1217,17-09-2025,21-11-2025,Golden Sands Hotel,EAST,Kolkata,Executive,Family,Website,Room Only,3,1,65,6620,15,0,5627,UPI,Confirmed,4.5,0.427524
HB1218,18-11-2025,25-12-2025,Silver Oak Resort,WEST,Goa,Suite,Solo,Travel Agent,Breakfast,3,5,37,8305,0,1000,49275,Debit Card,Checked-out,5,0.9913
HB1219,14-02-2025,14-04-2025,Mountain View Resort,NORTH,Jaipur,Family,Family,Website,Breakfast,2,5,59,8249,15,4000,43558,UPI,Confirmed,4.1,0.850696
HB1220,30-09-2025,03-12-2025,City Central Hotel,CENTRAL,Raipur,Suite,Business,Mobile App,Room Only,2,5,64,11517,5,0,54706,Cash,Checked-out,4.7,1.032472
HB1221,13-03-2025,22-04-2025,Green Valley Inn,NORTH,Lucknow,Standard,Leisure,Travel Agent,Full Board,2,1,40,2531,0,0,5131,Credit Card,Checked-out,3.2,0.317572
HB1222,05-10-2025,07-10-2025,Lakeview Grand,SOUTH,Kochi,Standard,Couple,Booking Portal,Room Only,3,5,2,3080,5,1500,16130,Cash,Checked-in,3.3,0.45756
HB1223,16-04-2025,08-06-2025,Metro Heights,SOUTH,Kochi,Deluxe,Business,Mobile App,Breakfast,2,2,53,4758,10,1000,11364,Net Banking,Checked-out,3.8,0.440368
HB1224,27-07-2025,08-10-2025,Pearl Garden Hotel,EAST,Guwahati,Family,Couple,Mobile App,Room Only,3,3,73,8813,15,500,22973,Debit Card,Checked-in,4.4,0.627676
HB1225,07-07-2025,05-10-2025,Mountain View Resort,EAST,Kolkata,Family,Couple,Booking Portal,Breakfast,2,5,90,10363,10,0,51134,UPI,Confirmed,3.9,0.925608
HB1226,14-11-2025,10-01-2026,Pearl Garden Hotel,CENTRAL,Nagpur,Deluxe,Solo,Travel Agent,Breakfast,2,4,57,5335,20,0,20672,UPI,Checked-out,4.1,0.576064
HB1227,13-01-2025,27-02-2025,Mountain View Resort,EAST,Kolkata,Family,Business,Website,Breakfast,4,5,45,7009,15,0,38788,UPI,Checked-out,3.6,0.753456
HB1228,17-08-2025,08-12-2025,Golden Sands Hotel,EAST,Bhubaneswar,Standard,Leisure,Website,Room Only,3,4,113,3421,5,1000,14000,Net Banking,Cancelled,3.6,0.456
HB1229,26-04-2025,11-05-2025,Mountain View Resort,SOUTH,Bengaluru,Deluxe,Family,Booking Portal,Room Only,3,6,15,4402,0,1000,27412,UPI,Checked-out,3.8,0.632944
HB1230,04-06-2025,05-08-2025,Crown Plaza Residency,NORTH,Jaipur,Deluxe,Leisure,Booking Portal,Full Board,3,4,62,3340,0,1000,29960,Credit Card,Checked-out,4.2,0.69552
HB1231,11-07-2025,03-11-2025,Pearl Garden Hotel,SOUTH,Bengaluru,Suite,Couple,Walk-in,Breakfast,4,3,115,8716,0,4000,35548,Debit Card,Checked-out,4.2,0.762576
HB1232,06-08-2025,24-09-2025,Silver Oak Resort,WEST,Ahmedabad,Deluxe,Couple,Walk-in,Full Board,5,2,49,2828,10,1000,19090,UPI,Checked-out,4.1,0.55708
HB1233,23-10-2025,28-01-2026,Metro Heights,CENTRAL,Indore,Deluxe,Business,Mobile App,Room Only,2,6,97,3806,20,0,18269,Debit Card,Confirmed,4.2,0.555228
HB1234,09-10-2025,29-10-2025,Pearl Garden Hotel,NORTH,Jaipur,Deluxe,Leisure,Website,Breakfast,3,4,20,6361,15,0,27027,UPI,Confirmed,3.4,0.596324
HB1235,28-03-2025,15-05-2025,Metro Heights,SOUTH,Chennai,Deluxe,Leisure,Booking Portal,Full Board,2,4,48,3603,0,500,25312,Net Banking,Checked-out,4.2,0.639744
HB1236,11-03-2025,02-07-2025,Pearl Garden Hotel,EAST,Bhubaneswar,Deluxe,Leisure,Travel Agent,Breakfast,2,1,113,2841,10,0,3457,Credit Card,Cancelled,3.4,0.313484
HB1237,11-07-2025,16-07-2025,The Palm Residency,EAST,Patna,Deluxe,Family,Walk-in,Room Only,1,1,5,3776,0,1000,4776,Credit Card,Checked-in,4.1,0.385312
HB1238,08-08-2025,10-11-2025,Mountain View Resort,WEST,Ahmedabad,Suite,Business,Booking Portal,Half Board,5,2,94,9932,0,0,28864,UPI,Checked-out,4.4,0.698368
HB1239,28-07-2025,19-08-2025,Lakeview Grand,EAST,Patna,Executive,Leisure,Travel Agent,Breakfast,2,3,22,5269,15,0,16136,Net Banking,Checked-in,4.2,0.529632
HB1240,29-08-2025,29-09-2025,The Palm Residency,EAST,Bhubaneswar,Standard,Leisure,Booking Portal,Half Board,5,2,31,2002,20,1000,13203,Debit Card,Checked-out,3.5,0.438436
HB1241,14-01-2025,02-04-2025,Green Valley Inn,NORTH,Delhi,Deluxe,Business,Booking Portal,Full Board,2,1,78,3651,20,1000,6521,UPI,Confirmed,4.4,0.430252
HB1242,15-10-2025,20-11-2025,Metro Heights,SOUTH,Kochi,Suite,Family,Mobile App,Room Only,3,2,36,10768,5,0,20459,Credit Card,Confirmed,3.1,0.493508
HB1243,07-10-2025,22-10-2025,Blue Bay Resort,WEST,Pune,Deluxe,Business,Booking Portal,Breakfast,5,4,15,4166,20,2500,24831,Credit Card,Checked-out,3.3,0.561972
HB1244,16-12-2025,22-12-2025,Royal Orchid Suites,WEST,Pune,Executive,Leisure,Booking Portal,Half Board,2,6,6,5268,5,500,41328,Credit Card,Checked-in,5,0.895936
HB1245,26-10-2025,12-11-2025,Lakeview Grand,EAST,Kolkata,Family,Business,Booking Portal,Breakfast,2,4,17,5937,15,1500,25286,Net Banking,Checked-out,3.8,0.607432
HB1246,08-09-2025,22-12-2025,Golden Sands Hotel,WEST,Mumbai,Suite,Solo,Website,Breakfast,1,2,105,12903,5,2500,27916,Debit Card,Checked-out,3.7,0.630992
HB1247,25-01-2025,13-04-2025,City Central Hotel,NORTH,Lucknow,Executive,Couple,Website,Breakfast,2,1,78,4683,15,2500,7381,Credit Card,Checked-in,3.8,0.392572
HB1248,06-07-2025,04-10-2025,Green Valley Inn,SOUTH,Chennai,Family,Business,Mobile App,Room Only,4,6,90,6328,10,500,34671,Net Banking,Checked-out,3.5,0.696052
HB1249,04-03-2025,16-06-2025,Golden Sands Hotel,NORTH,Jaipur,Deluxe,Family,Booking Portal,Room Only,2,1,104,3241,0,0,3241,UPI,Checked-in,3.2,0.294892
HB1250,02-10-2025,18-12-2025,Green Valley Inn,SOUTH,Bengaluru,Executive,Couple,Booking Portal,Half Board,4,3,77,7199,0,0,32397,Debit Card,Checked-in,4.7,0.764764
HB1251,14-11-2025,12-03-2026,Royal Orchid Suites,SOUTH,Kochi,Standard,Business,Mobile App,Breakfast,4,2,118,3323,0,0,10246,Credit Card,Checked-out,4.4,0.474952
HB1252,20-11-2025,21-02-2026,Blue Bay Resort,WEST,Mumbai,Standard,Business,Booking Portal,Breakfast,1,7,93,2556,5,0,20147,Credit Card,Confirmed,3.4,0.513764
HB1253,18-05-2025,20-05-2025,Crown Plaza Residency,SOUTH,Hyderabad,Deluxe,Family,Walk-in,Half Board,3,3,2,4895,0,500,23285,Debit Card,Checked-in,4.3,0.62342
HB1254,16-04-2025,10-05-2025,Grand Horizon Hotel,SOUTH,Chennai,Deluxe,Business,Booking Portal,Half Board,1,3,24,3823,25,0,11302,UPI,Confirmed,5,0.535624
HB1255,06-04-2025,16-04-2025,Royal Orchid Suites,CENTRAL,Indore,Suite,Business,Website,Breakfast,2,4,10,11921,0,0,51284,Credit Card,Confirmed,4.8,0.999408
HB1256,10-01-2025,16-04-2025,Royal Orchid Suites,NORTH,Delhi,Standard,Family,Mobile App,Room Only,4,4,96,3160,10,1000,12376,Credit Card,Checked-out,4.2,0.484512
HB1257,20-04-2025,07-07-2025,Mountain View Resort,WEST,Mumbai,Deluxe,Couple,Travel Agent,Room Only,2,5,78,4961,15,0,21084,Credit Card,Cancelled,2.9,0.485008
HB1258,29-05-2025,10-09-2025,Royal Orchid Suites,WEST,Goa,Executive,Leisure,Booking Portal,Room Only,2,1,104,4149,10,2500,6234,Cash,Checked-out,4.7,0.450808
HB1259,09-12-2025,23-03-2026,City Central Hotel,NORTH,Jaipur,Standard,Couple,Walk-in,Breakfast,2,2,104,3315,0,0,8430,Credit Card,Checked-out,4.7,0.47716
HB1260,06-04-2025,20-06-2025,Pearl Garden Hotel,SOUTH,Bengaluru,Family,Business,Mobile App,Breakfast,5,5,75,6119,0,0,41845,Credit Card,Cancelled,3.9,0.81414
HB1261,22-04-2025,12-06-2025,Green Valley Inn,EAST,Guwahati,Deluxe,Leisure,Travel Agent,Half Board,4,2,51,4600,0,1000,17400,UPI,Checked-in,3.8,0.5128
HB1262,31-12-2025,27-03-2026,Pearl Garden Hotel,CENTRAL,Nagpur,Suite,Family,Booking Portal,Breakfast,2,2,86,9531,5,0,19909,Debit Card,Checked-in,5,0.638908
HB1263,24-09-2025,20-10-2025,Blue Bay Resort,SOUTH,Chennai,Executive,Couple,Walk-in,Breakfast,5,2,26,6440,5,1000,17736,Credit Card,Checked-out,3.6,0.500832
HB1264,20-02-2025,17-06-2025,Golden Sands Hotel,CENTRAL,Nagpur,Family,Solo,Booking Portal,Half Board,4,3,117,8196,25,1500,30741,Debit Card,Checked-in,4.1,0.696892
HB1265,06-10-2025,28-01-2026,Golden Sands Hotel,CENTRAL,Raipur,Family,Family,Mobile App,Breakfast,5,3,114,6011,0,0,24783,UPI,Checked-out,4.3,0.641396
HB1266,16-04-2025,02-06-2025,Mountain View Resort,CENTRAL,Raipur,Deluxe,Leisure,Website,Full Board,2,3,47,3872,5,500,19335,Debit Card,Checked-out,3.5,0.51202
HB1267,10-06-2025,11-06-2025,Crown Plaza Residency,NORTH,Delhi,Standard,Leisure,Travel Agent,Room Only,3,1,1,1865,10,1000,2678,Net Banking,Checked-in,3.9,0.344136
HB1268,26-05-2025,23-06-2025,Pearl Garden Hotel,NORTH,Lucknow,Standard,Leisure,Travel Agent,Breakfast,2,2,28,2057,5,1000,6708,UPI,Confirmed,3.8,0.384496
HB1269,19-10-2025,06-11-2025,Urban Nest Hotel,CENTRAL,Indore,Deluxe,Business,Mobile App,Half Board,2,2,18,5163,25,0,11344,Net Banking,Checked-in,4.7,0.512128
HB1270,16-12-2025,12-01-2026,City Central Hotel,EAST,Bhubaneswar,Family,Business,Booking Portal,Room Only,4,2,27,4552,0,1000,10104,UPI,Checked-in,4.2,0.457248
HB1271,05-07-2025,07-08-2025,Lakeview Grand,WEST,Ahmedabad,Standard,Business,Website,Breakfast,2,5,33,2550,0,0,17250,UPI,Checked-out,4,0.527
HB1272,22-09-2025,19-11-2025,Urban Nest Hotel,SOUTH,Chennai,Standard,Couple,Website,Breakfast,1,2,58,3400,5,0,7360,Credit Card,Checked-out,4.4,0.44032
HB1273,21-04-2025,29-05-2025,Golden Sands Hotel,NORTH,Delhi,Standard,Business,Website,Breakfast,3,3,38,2985,0,500,13505,Credit Card,Confirmed,4.1,0.49006
HB1274,05-10-2025,29-10-2025,Crown Plaza Residency,EAST,Patna,Deluxe,Solo,Website,Room Only,2,3,24,4312,5,500,12789,Credit Card,Cancelled,3.3,0.417468
HB1275,25-01-2025,12-02-2025,Green Valley Inn,CENTRAL,Raipur,Executive,Family,Website,Room Only,1,6,18,5001,10,0,27005,UPI,Confirmed,4.9,0.71606
HB1276,06-01-2025,27-03-2025,Blue Bay Resort,SOUTH,Kochi,Deluxe,Business,Walk-in,Room Only,2,7,80,4124,0,0,28868,Cash,Checked-out,3.6,0.634416
HB1277,22-07-2025,10-08-2025,Urban Nest Hotel,SOUTH,Bengaluru,Standard,Leisure,Booking Portal,Breakfast,2,7,19,3286,15,0,25852,UPI,Checked-in,4.2,0.646224
HB1278,29-06-2025,17-08-2025,The Palm Residency,NORTH,Jaipur,Deluxe,Couple,Mobile App,Breakfast,4,6,49,4561,5,1000,37798,Net Banking,Checked-out,4,0.773576
HB1279,26-03-2025,21-04-2025,Metro Heights,EAST,Bhubaneswar,Executive,Leisure,Website,Room Only,5,6,26,5302,10,500,29131,Cash,Checked-out,4.9,0.741572
HB1280,17-06-2025,07-08-2025,Lakeview Grand,EAST,Kolkata,Deluxe,Family,Travel Agent,Room Only,4,2,51,4323,0,1000,9646,UPI,Checked-out,3,0.355752
HB1281,28-01-2025,10-03-2025,Silver Oak Resort,WEST,Pune,Executive,Leisure,Website,Room Only,2,2,41,5454,20,0,8726,Debit Card,Confirmed,3.9,0.416712
HB1282,04-02-2025,07-04-2025,The Palm Residency,NORTH,Delhi,Standard,Business,Booking Portal,Breakfast,2,3,62,2837,10,0,10360,Credit Card,Checked-out,3.8,0.42832
HB1283,03-02-2025,03-05-2025,Sunrise Palace,WEST,Mumbai,Family,Family,Website,Room Only,3,3,89,7280,0,0,21840,Credit Card,Confirmed,3.2,0.51808
HB1284,28-07-2025,13-08-2025,Pearl Garden Hotel,SOUTH,Kochi,Suite,Business,Booking Portal,Breakfast,3,2,16,10389,10,1500,22900,UPI,Cancelled,4.1,0.6028
HB1285,13-09-2025,22-09-2025,Green Valley Inn,WEST,Goa,Executive,Business,Website,Breakfast,1,1,9,7161,0,0,7611,Debit Card,Checked-out,4.6,0.459332
HB1286,06-06-2025,23-08-2025,Royal Orchid Suites,NORTH,Chandigarh,Executive,Solo,Travel Agent,Half Board,4,2,78,4530,0,0,16260,Credit Card,Confirmed,4.1,0.52312
HB1287,16-03-2025,12-07-2025,Pearl Garden Hotel,NORTH,Delhi,Deluxe,Family,Booking Portal,Breakfast,3,2,118,3875,0,500,10950,Credit Card,Cancelled,4,0.4514
HB1288,01-11-2025,29-01-2026,Urban Nest Hotel,WEST,Goa,Suite,Business,Booking Portal,Breakfast,2,6,89,10968,0,1000,72208,Credit Card,Checked-out,4.5,1.226496
